referrer,views_total,views_unique
Google,2002,723
github.com,218,49
Bing,199,56
statics.teams.cdn.office.net,150,82
nebulalogger.com,120,56
jongpie.github.io,94,32
medium.com,50,23
flyeralarm.atlassian.net,37,1
trailhead.salesforce.com,35,12
DuckDuckGo,22,7
