time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-09 00:00:00+00:00,14,6,396,96
2023-02-10 00:00:00+00:00,11,6,358,84
2023-02-11 00:00:00+00:00,10,6,49,12
2023-02-12 00:00:00+00:00,4,3,86,14
2023-02-13 00:00:00+00:00,49,7,238,80
2023-02-14 00:00:00+00:00,21,6,326,96
2023-02-15 00:00:00+00:00,22,7,450,113
2023-02-16 00:00:00+00:00,11,6,310,82
2023-02-17 00:00:00+00:00,10,4,316,82
2023-02-18 00:00:00+00:00,2,2,53,15
2023-02-19 00:00:00+00:00,4,4,81,25
2023-02-20 00:00:00+00:00,6,4,426,91
2023-02-21 00:00:00+00:00,4,3,289,92
2023-02-22 00:00:00+00:00,4,4,432,91
