referrer,views_total,views_unique
Google,1267,370
github.com,272,59
jongpie.github.io,107,20
Bing,69,15
statics.teams.cdn.office.net,36,17
admin.salesforce.com,18,4
youtube.com,17,5
pablogonzalez.io,13,6
jamessimone.net,11,10
developer.salesforce.com,10,5
