time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-20 00:00:00+00:00,24,14,129,46
2025-12-21 00:00:00+00:00,15,10,174,37
2025-12-22 00:00:00+00:00,9,8,576,140
2025-12-23 00:00:00+00:00,17,12,419,124
2025-12-24 00:00:00+00:00,22,8,192,53
2025-12-25 00:00:00+00:00,23,10,99,22
2025-12-26 00:00:00+00:00,29,17,240,66
2025-12-27 00:00:00+00:00,21,10,50,21
2025-12-28 00:00:00+00:00,16,9,58,23
2025-12-29 00:00:00+00:00,16,11,351,91
2025-12-30 00:00:00+00:00,37,12,351,85
2025-12-31 00:00:00+00:00,16,11,167,57
2026-01-01 00:00:00+00:00,10,6,118,23
2026-01-02 00:00:00+00:00,13,9,230,79
