referrer,views_total,views_unique
Google,1616,419
github.com,444,49
jongpie.github.io,103,11
statics.teams.cdn.office.net,60,23
jamessimone.net,34,11
support.yamnet.com,34,4
DuckDuckGo,24,1
Bing,23,12
wsrnz.atlassian.net,15,3
admin.salesforce.com,11,6
