referrer,views_total,views_unique
Google,2199,719
nebulalogger.com,162,75
github.com,149,52
statics.teams.cdn.office.net,146,79
jongpie.github.io,137,38
Bing,116,42
medium.com,77,25
linkedin.com,49,28
trailhead.salesforce.com,48,16
DuckDuckGo,44,9
