time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-20 00:00:00+00:00,5,4,43,10
2023-05-21 00:00:00+00:00,8,6,81,17
2023-05-22 00:00:00+00:00,31,10,455,101
2023-05-23 00:00:00+00:00,14,4,769,236
2023-05-24 00:00:00+00:00,41,10,491,117
2023-05-25 00:00:00+00:00,35,4,351,93
2023-05-26 00:00:00+00:00,28,4,250,74
2023-05-27 00:00:00+00:00,5,4,32,22
2023-05-28 00:00:00+00:00,7,6,24,15
2023-05-29 00:00:00+00:00,8,8,160,62
2023-05-30 00:00:00+00:00,24,4,495,98
2023-05-31 00:00:00+00:00,44,12,331,113
2023-06-01 00:00:00+00:00,39,4,332,103
2023-06-02 00:00:00+00:00,7,2,266,89
