time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-16 00:00:00+00:00,15,9,435,162
2025-07-17 00:00:00+00:00,20,8,589,175
2025-07-18 00:00:00+00:00,25,16,684,170
2025-07-19 00:00:00+00:00,25,9,1368,37
2025-07-20 00:00:00+00:00,14,7,3869,38
2025-07-21 00:00:00+00:00,66,23,1061,222
2025-07-22 00:00:00+00:00,127,36,699,207
2025-07-23 00:00:00+00:00,95,36,881,255
2025-07-24 00:00:00+00:00,15,6,955,253
2025-07-25 00:00:00+00:00,31,8,848,172
2025-07-26 00:00:00+00:00,14,8,110,25
2025-07-27 00:00:00+00:00,13,5,211,40
2025-07-28 00:00:00+00:00,14,6,608,208
2025-07-29 00:00:00+00:00,10,6,771,214
