referrer,views_total,views_unique
Google,638,219
github.com,44,20
statics.teams.cdn.office.net,43,19
Bing,27,6
fastlanecrm.atlassian.net,25,1
jamessimone.net,23,10
confluence.iqos.ru,23,1
admin.salesforce.com,21,11
linkedin.com,8,6
jira.roadscholar.org,8,1
