referrer,views_total,views_unique
Google,1058,312
github.com,178,50
Bing,59,12
jongpie.github.io,57,15
statics.teams.cdn.office.net,49,19
youtube.com,20,6
com.linkedin.android,17,1
jamessimone.net,13,7
admin.salesforce.com,13,6
pablogonzalez.io,11,5
