time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,12,8,520,192
2025-04-08 00:00:00+00:00,8,6,677,204
2025-04-09 00:00:00+00:00,8,7,787,204
2025-04-10 00:00:00+00:00,8,5,913,219
2025-04-11 00:00:00+00:00,8,6,717,166
2025-04-12 00:00:00+00:00,7,4,89,31
2025-04-13 00:00:00+00:00,3,3,52,28
2025-04-14 00:00:00+00:00,11,11,769,202
2025-04-15 00:00:00+00:00,11,7,611,181
2025-04-16 00:00:00+00:00,9,8,701,206
2025-04-17 00:00:00+00:00,59,20,515,172
2025-04-18 00:00:00+00:00,36,14,472,170
2025-04-19 00:00:00+00:00,12,9,211,46
2025-04-20 00:00:00+00:00,3,3,112,45
