referrer,views_total,views_unique
Google,3187,573
github.com,292,63
Bing,218,31
statics.teams.cdn.office.net,215,24
jongpie.github.io,206,27
medium.com,89,14
linkedin.com,52,18
DuckDuckGo,46,10
mitchell--test.sandbox.my.salesforce.com,37,1
ziprecruiter.lightning.force.com,34,1
