referrer,views_total,views_unique
Google,1127,490
github.com,80,37
statics.teams.cdn.office.net,77,44
Bing,61,26
nebulalogger.com,52,41
chatgpt.com,49,8
taylormadegolf--dev01.sandbox.lightning.force.com,46,1
DuckDuckGo,27,5
jongpie.github.io,17,14
teams.public.onecdn.static.microsoft,16,9
