time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-11 00:00:00+00:00,6,4,628,180
2025-02-12 00:00:00+00:00,9,5,668,178
2025-02-13 00:00:00+00:00,4,4,807,228
2025-02-14 00:00:00+00:00,21,9,615,160
2025-02-15 00:00:00+00:00,9,7,88,27
2025-02-16 00:00:00+00:00,7,4,99,34
2025-02-17 00:00:00+00:00,99,26,547,168
2025-02-18 00:00:00+00:00,30,15,909,210
2025-02-19 00:00:00+00:00,6,4,749,233
2025-02-20 00:00:00+00:00,7,5,637,175
2025-02-21 00:00:00+00:00,9,5,529,146
2025-02-22 00:00:00+00:00,8,5,68,34
2025-02-23 00:00:00+00:00,7,5,312,33
2025-02-24 00:00:00+00:00,3,3,597,169
