time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-01 00:00:00+00:00,7.0,6.0,28,18
2024-01-02 00:00:00+00:00,7.0,5.0,435,72
2024-01-03 00:00:00+00:00,4.0,4.0,346,94
2024-01-04 00:00:00+00:00,4.0,3.0,323,93
2024-01-05 00:00:00+00:00,5.0,5.0,640,86
2024-01-06 00:00:00+00:00,2.0,2.0,32,18
2024-01-07 00:00:00+00:00,1.0,1.0,20,13
2024-01-08 00:00:00+00:00,3.0,3.0,655,103
2024-01-09 00:00:00+00:00,6.0,4.0,597,129
2024-01-10 00:00:00+00:00,3.0,3.0,406,133
2024-01-11 00:00:00+00:00,7.0,5.0,589,120
2024-01-12 00:00:00+00:00,1.0,1.0,528,93
2024-01-13 00:00:00+00:00,5.0,5.0,38,15
2024-01-14 00:00:00+00:00,,,94,15
