referrer,views_total,views_unique
Google,2814,500
github.com,544,64
youtube.com,194,6
statics.teams.cdn.office.net,93,36
jongpie.github.io,64,18
Bing,38,16
wiki.sfxd.org,35,14
enterprise-confluence.aexp.com,35,4
linkedin.com,31,7
search.brave.com,30,1
