time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-06 00:00:00+00:00,243,16,693,196
2026-03-07 00:00:00+00:00,40,17,111,36
2026-03-08 00:00:00+00:00,31,13,121,40
2026-03-09 00:00:00+00:00,254,22,579,183
2026-03-10 00:00:00+00:00,462,19,462,188
2026-03-11 00:00:00+00:00,509,19,563,195
2026-03-12 00:00:00+00:00,252,21,641,217
2026-03-13 00:00:00+00:00,195,32,500,178
2026-03-14 00:00:00+00:00,38,18,67,22
2026-03-15 00:00:00+00:00,38,20,103,42
2026-03-16 00:00:00+00:00,442,21,658,228
2026-03-17 00:00:00+00:00,484,22,620,220
2026-03-18 00:00:00+00:00,261,21,2222,226
2026-03-19 00:00:00+00:00,206,25,583,194
