referrer,views_total,views_unique
Google,1220,312
github.com,146,25
nebulalogger.com,82,39
Bing,67,18
curious-wolf-4r25de-dev-ed.trailblaze.lightning.force.com,58,2
statics.teams.cdn.office.net,51,15
jongpie.github.io,36,6
medium.com,17,7
trailhead.salesforce.com,12,6
docs.flxbl.io,10,2
