referrer,views_total,views_unique
Google,563,141
github.com,157,22
Bing,42,5
statics.teams.cdn.office.net,33,11
fastlanecrm.atlassian.net,25,1
confluence.iqos.ru,23,1
jongpie.github.io,21,4
jamessimone.net,20,4
grimaldi.my.salesforce.com,13,1
admin.salesforce.com,9,6
