time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,3,3,44,25
2024-06-16 00:00:00+00:00,4,3,75,26
2024-06-17 00:00:00+00:00,6,3,532,143
2024-06-18 00:00:00+00:00,17,6,961,170
2024-06-19 00:00:00+00:00,4,4,1005,125
2024-06-20 00:00:00+00:00,17,7,665,152
2024-06-21 00:00:00+00:00,14,5,648,128
2024-06-22 00:00:00+00:00,3,2,97,22
2024-06-23 00:00:00+00:00,4,2,94,25
2024-06-24 00:00:00+00:00,2,2,765,151
2024-06-25 00:00:00+00:00,4,2,823,145
2024-06-26 00:00:00+00:00,14,4,692,168
2024-06-27 00:00:00+00:00,1,1,607,145
2024-06-28 00:00:00+00:00,2,1,550,113
