time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-09 00:00:00+00:00,25,4,57,19
2023-04-10 00:00:00+00:00,29,9,276,78
2023-04-11 00:00:00+00:00,7,6,369,108
2023-04-12 00:00:00+00:00,8,8,362,118
2023-04-13 00:00:00+00:00,6,5,410,120
2023-04-14 00:00:00+00:00,6,2,337,98
2023-04-15 00:00:00+00:00,4,3,80,22
2023-04-16 00:00:00+00:00,3,3,35,17
2023-04-17 00:00:00+00:00,5,4,506,109
2023-04-18 00:00:00+00:00,6,4,628,123
2023-04-19 00:00:00+00:00,8,6,486,119
2023-04-20 00:00:00+00:00,8,6,422,124
2023-04-21 00:00:00+00:00,10,7,401,94
2023-04-22 00:00:00+00:00,5,3,63,11
