time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,9,7,573,152
2025-04-26 00:00:00+00:00,8,6,123,68
2025-04-27 00:00:00+00:00,10,6,137,37
2025-04-28 00:00:00+00:00,6,5,622,190
2025-04-29 00:00:00+00:00,11,10,773,227
2025-04-30 00:00:00+00:00,8,8,580,177
2025-05-01 00:00:00+00:00,7,6,453,113
2025-05-02 00:00:00+00:00,12,10,457,139
2025-05-03 00:00:00+00:00,27,14,72,30
2025-05-04 00:00:00+00:00,7,7,191,32
2025-05-05 00:00:00+00:00,5,5,499,165
2025-05-06 00:00:00+00:00,19,11,803,206
2025-05-07 00:00:00+00:00,10,7,603,178
2025-05-08 00:00:00+00:00,7,4,858,174
