time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-15 00:00:00+00:00,10,9,95,22
2025-03-16 00:00:00+00:00,4,3,150,33
2025-03-17 00:00:00+00:00,10,7,626,206
2025-03-18 00:00:00+00:00,10,7,750,208
2025-03-19 00:00:00+00:00,13,9,666,169
2025-03-20 00:00:00+00:00,10,7,467,164
2025-03-21 00:00:00+00:00,4,4,707,167
2025-03-22 00:00:00+00:00,6,4,81,25
2025-03-23 00:00:00+00:00,3,3,34,24
2025-03-24 00:00:00+00:00,6,3,630,174
2025-03-25 00:00:00+00:00,3,3,766,190
2025-03-26 00:00:00+00:00,54,20,865,206
2025-03-27 00:00:00+00:00,12,11,1007,219
2025-03-28 00:00:00+00:00,8,7,910,181
