time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,2,2,63,22
2024-06-02 00:00:00+00:00,7,3,159,30
2024-06-03 00:00:00+00:00,4,4,741,139
2024-06-04 00:00:00+00:00,4,4,708,145
2024-06-05 00:00:00+00:00,6,5,713,155
2024-06-06 00:00:00+00:00,4,4,722,141
2024-06-07 00:00:00+00:00,6,3,720,126
2024-06-08 00:00:00+00:00,3,3,124,30
2024-06-09 00:00:00+00:00,2,2,95,21
2024-06-10 00:00:00+00:00,4,4,700,147
2024-06-11 00:00:00+00:00,9,6,1106,167
2024-06-12 00:00:00+00:00,8,6,472,132
2024-06-13 00:00:00+00:00,6,4,797,159
2024-06-14 00:00:00+00:00,2,2,646,126
