referrer,views_total,views_unique
Google,2280,450
linkedin.com,520,334
github.com,287,49
com.linkedin.android,182,115
jamessimone.net,79,8
pablogonzalez.io,76,5
statics.teams.cdn.office.net,63,23
jongpie.github.io,55,18
youtube.com,32,9
Bing,28,7
