referrer,views_total,views_unique
Google,1175,520
teams.public.onecdn.static.microsoft,136,63
nebulalogger.com,132,76
github.com,83,41
Bing,61,33
jongpie.github.io,42,15
chatgpt.com,23,9
statics.teams.cdn.office.net,12,6
linkedin.com,12,1
DuckDuckGo,11,10
